,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
5031,3k,plane,11,4.95,2.3,86,89,64
5122,3k,poke,1,4.95,2.37,1,3,5
5505,3k,real,35,4.95,1.43,221,241,236
5618,3k,rinse,,4.95,2.01,0,1,1
7368,3k,tall,37,4.95,3.24,217,225,193
2013,3k,each,95,4.953534,1.53,566,741,955
4735,3k,once,129,4.974848,2.32,338,463,547
223,3k,bathe,2,5,2.11,0,2,3
267,3k,bee,44,5,1.97,55,54,30
1002,3k,cheer,9,5,1.67,8,10,12
2271,3k,fix,13,5,1.88,151,76,41
3123,3k,harm,13,5,1.41,17,28,30
4104,3k,loss,1,5,2.38,1,3,9
5188,3k,pour,2,5,1.88,5,10,10
5678,3k,roof,9,5,2.52,154,82,77
6035,3k,self,2,5,1.89,7,3,3
6769,3k,spin,9,5,2.43,26,29,15
6806,3k,sponge,2,5,2.05,1,1,2
7182,3k,stuff,9,5,1.78,41,64,67
7350,3k,tag,12,5,1.81,45,18,6
7533,3k,those,104,5.006819,2.27,262,339,403
2483,3k,fox,47,5.017476,1.78,270,113,70
8171,lcnl,we,610,5.03879,1.66,4846,3286,3235
1014,3k,chest,9,5.05,2.09,17,47,52
2708,3k,gift,9,5.05,1.87,44,28,30
2910,3k,great,131,5.05,1.23,373,399,498
3318,3k,hole,44,5.05,2.17,251,189,99
3485,3k,itch,2,5.05,1.08,6,2,3
5795,3k,salt,16,5.05,2.2,19,38,52
842,3k,cage,9,5.06,1.3,58,76,49
997,3k,cheek,3,5.06,2.1,7,14,14
1994,3k,dust,21,5.06,1.39,36,61,66
2227,3k,fill,9,5.06,1.47,39,52,50
2699,3k,ghost,6,5.06,2.01,67,51,44
6740,3k,spell,7,5.06,1.59,3,24,26
6776,3k,spit,5,5.06,2.04,4,9,9
4839,3k,pat,24,5.070761,2.12,296,52,17
7560,3k,throat,10,5.09,2.19,14,42,58
3226,3k,her,1026,5.092075,2.45,4345,4828,5016
12,3k,add,1,5.1,1.48,46,31,26
674,3k,bride,4,5.1,1.55,0,1,4
6551,3k,snake,23,5.1,2.47,123,96,57
7695,3k,too,313,5.102732,2,2069,1669,1456
237,lcnl,be,674,5.11,3.23,3366,3618,4161
612,3k,branch,24,5.11,2.11,54,59,48
992,3k,cheat,1,5.11,1.75,1,1,3
2168,3k,feel,58,5.11,2.73,466,414,419
2352,3k,flip,6,5.11,1.32,3,4,5
3211,3k,hell,3,5.11,1.88,0,11,16
3469,3k,inch,7,5.11,1.73,9,20,20
4392,3k,mix,3,5.11,1.71,24,8,9
4445,3k,mop,1,5.11,1.91,37,1,1
4597,3k,nest,18,5.11,1.94,84,59,58
4830,3k,part,23,5.11,1.15,219,323,508
4910,3k,pen,4,5.11,1.29,90,31,32
5328,3k,pup,11,5.11,3.78,25,14,6
5485,3k,rat,10,5.11,2.25,57,27,23
5775,3k,safe,31,5.11,2.65,124,144,103
6738,3k,speed,7,5.11,1.53,33,52,53
7424,3k,tease,,5.11,1.41,7,2,6
7736,3k,town,107,5.11,2.66,236,262,297
8197,3k,week,18,5.11,2.56,133,193,125
5250,3k,prize,1,5.113389,1.57,28,36,32
5896,3k,scoop,3,5.14,2.22,0,8,8
1027,3k,child,59,5.14536,1.7,70,118,144
2475,3k,found,124,5.14536,1.96,533,535,632
6618,lcnl,so,892,5.14536,1.85,2778,2683,2882
1100,3k,church,7,5.15,1.76,25,40,59
2137,3k,fat,26,5.15,1.84,134,88,75
2838,3k,goose,8,5.15,2.21,45,30,19
4502,3k,mug,,5.15,2.03,1,2,3
5148,3k,pool,14,5.15,2.3,80,59,48
3472,3k,ink,9,5.16,1.54,2,7,15
4782,3k,page,33,5.16,1.8,52,93,171
5137,3k,pond,33,5.16,1.98,202,89,61
7453,3k,tent,18,5.16,1.95,51,39,39
7633,3k,time,417,5.16,1.86,1847,1882,2005
7725,3k,touch,10,5.16,2.95,75,98,96
187,3k,bark,17,5.17,1.76,58,47,45
1059,3k,choice,6,5.17,1.79,7,17,25
1652,3k,dead,12,5.17,2.09,86,153,163
1681,3k,deer,6,5.17,3.26,40,49,53
2408,3k,flush,,5.17,2.68,0,0,1
3183,3k,heart,44,5.17,2.23,48,102,164
4121,3k,love,215,5.17,3.54,111,164,135
7875,3k,tug,5,5.17,2.2,13,9,7
2548,3k,front,84,5.187988,2.06,372,447,450
7979,3k,van,14,5.198645,2.76,98,20,10
3595,3k,joke,5,5.2,1.88,31,34,28
2550,3k,frost,4,5.209302,1.58,11,6,16
4766,3k,own,50,5.209302,1.81,312,402,480
353,3k,birth,1,5.21,2.25,0,6,13
2509,3k,free,23,5.21,1.78,92,116,120
2813,3k,goat,24,5.21,2.07,70,52,33
2986,3k,gross,2,5.21,2.92,2,0,1
4697,3k,nut,10,5.21,1.69,27,12,8
5693,lcnl,ropes,2,5.21,1.65,14,20,13
947,3k,chain,2,5.22,2.13,15,19,24
1245,3k,cluck,7,5.22,2.13,,,
2585,3k,fur,17,5.22,2.05,60,55,53
3831,3k,land,24,5.22,2.69,194,248,315
4443,3k,moose,4,5.22,1.73,2,16,14
5435,3k,rag,8,5.22,2.05,6,6,5
6142,3k,shell,8,5.22,1.96,60,35,34
6936,3k,stain,,5.24,1.41,0,0,0
8522,3k,year,28,5.24,1.73,132,260,336
5211,lcnl,prayer,1,5.25,1.77,0,4,7
5336,lcnl,purr,2,5.25,2.53,5,3,2
4677,3k,now,405,5.25193,1.77,2249,1833,1836
5355,3k,quack,35,5.25193,3.59,3,4,2
6319,3k,six,33,5.25193,1.86,151,166,160
7496,3k,there,693,5.25193,2.05,3255,3310,3699
7619,3k,tight,29,5.25193,1.61,25,48,58
1906,3k,drive,22,5.26,2.58,78,108,98
3532,3k,jeans,1,5.26,2.1,11,12,15
4956,3k,pick,38,5.26,2.31,198,151,110
5245,3k,prince,16,5.26,2.31,94,71,70
5415,3k,quit,3,5.26,2.18,22,38,26
6078,3k,shake,18,5.26,1.69,45,45,38
7039,3k,still,134,5.262587,1.87,699,758,830
7489,3k,their,324,5.262587,2.02,660,1336,2034
1392,3k,crab,,5.28,2.3,31,6,10
3526,lcnl,jaws,9,5.28,1.87,2,7,11
3863,3k,late,36,5.28,1.93,193,197,172
8430,3k,would,396,5.28,1.56,1957,2329,2710
2689,3k,germs,,5.287329,1.91,0,5,6
643,3k,break,19,5.3,2.18,56,77,100
1185,3k,climb,27,5.3,2.05,123,89,60
1225,3k,cloth,1,5.3,1.13,50,55,75
8515,3k,yawn,5,5.3,1.81,7,3,2
8608,3k,zip,,5.3,2.7,1,4,2
125,3k,back,406,5.305215,2.35,2096,1959,1784
273,3k,beep,33,5.32,2.38,,,
1153,3k,clay,16,5.32,2.06,59,60,42
2639,3k,gas,7,5.32,1.97,49,84,92
2647,3k,gate,18,5.32,2.29,77,67,61
3161,3k,hay,22,5.32,1.92,8,20,32
5452,3k,rake,6,5.32,1.77,27,5,3
6260,3k,shy,12,5.32,1.95,16,16,14
6367,3k,skunk,8,5.32,1.97,49,17,7
8418,3k,world,93,5.32,2.26,150,273,399
412,3k,bless,7,5.33,1.81,1,2,5
2279,3k,flag,6,5.33,2.38,19,17,16
3187,3k,heat,4,5.33,2.03,45,67,136
3364,3k,hose,10,5.33,2.03,19,12,7
3524,3k,jaw,1,5.33,2.28,2,7,12
6134,3k,sheet,4,5.33,2.45,21,36,24
6170,3k,ship,19,5.33,2.06,165,148,149
3097,3k,hall,43,5.35,2.16,127,139,108
2047,3k,eight,27,5.3585,1.72,60,73,85
2216,3k,fifth,2,5.3585,2.32,11,16,20
3378,3k,how,292,5.3585,1.92,2048,2049,2147
3457,lcnl,if,468,5.3585,2.34,1827,2192,2595
5824,3k,saw,164,5.3585,2.09,1596,999,727
6320,3k,sixth,2,5.3585,1.97,5,12,10
1013,3k,chess,2,5.37,2.03,0,1,2
1664,3k,death,2,5.37,1.8,15,44,79
2021,3k,earth,11,5.37,1.26,200,281,348
2860,3k,grab,9,5.37,2.31,11,18,20
4365,3k,mind,31,5.37,1.86,115,271,316
5819,3k,sauce,2,5.37,2.24,1,3,4
6326,3k,skate,10,5.37,1.61,47,26,16
6678,3k,soup,29,5.37,2.65,123,58,27
7697,3k,tool,1,5.37,2.03,10,14,18
8186,3k,web,,5.37,1.71,35,18,11
2361,3k,float,9,5.39,2.55,8,27,23
3329,lcnl,honk,7,5.39,2.38,16,9,3
3549,3k,jet,5,5.39,2.52,27,13,10
3576,3k,job,18,5.39,2.06,348,280,168
4833,3k,pass,12,5.39,1.65,56,69,80
6824,3k,spot,10,5.39,2.66,131,75,77
8168,3k,way,247,5.39,1.74,1288,1322,1517
1533,3k,cub,6,5.4,2.04,11,9,12
4018,cdi,listen,38,5.4,2.62,207,198,170
5162,3k,porch,11,5.4,2.19,50,84,57
827,3k,by,312,5.411785,1.5,1189,1462,2074
1893,3k,drew,11,5.411785,2.21,43,70,82
4574,3k,near,33,5.411785,1.96,329,341,380
7454,3k,tenth,,5.411785,2.38,7,2,4
243,3k,beak,2,5.42,2.73,6,7,9
3205,3k,height,1,5.42,1.43,0,4,13
3710,3k,king,70,5.42,2.63,399,263,209
4545,3k,nail,13,5.42,2.36,29,16,12
5994,3k,seal,2,5.42,1.87,49,24,16
6899,3k,squeeze,5,5.42,2.17,7,8,9
7647,3k,tip,10,5.42,2.34,30,25,25
4577,3k,neat,13,5.43,3.2,21,43,30
3022,3k,guess,39,5.44,1.46,210,225,155
3519,3k,jar,9,5.44,2.18,67,53,43
5277,3k,proud,22,5.44,1.58,45,67,60
5691,3k,rope,26,5.44,2.09,133,109,93
5821,3k,save,10,5.44,1.69,65,77,67
6276,3k,sight,21,5.44,2.01,24,88,112
737,3k,bruise,,5.45,2.14,0,0,1
3876,3k,lawn,11,5.45,2.22,11,19,24
7326,3k,sword,5,5.45,1.43,0,10,19
3096,3k,half,25,5.454413,1.77,77,188,251
7473,3k,than,105,5.454413,2.33,476,728,1008
1679,3k,deep,58,5.47,2.46,128,188,217
2219,3k,fight,38,5.47,2.06,85,123,103
3896,3k,leak,1,5.47,1.81,0,4,5
4310,3k,melt,3,5.47,2.09,16,13,10
5573,3k,rhyme,5,5.47,1.98,1,2,3
6100,3k,shark,23,5.47,1.65,15,19,8
6604,lcnl,snot,,5.47,3.6,,,
7132,3k,stretch,2,5.47,2.17,11,16,27
7412,3k,tea,23,5.47,2.39,51,61,71
7728,3k,tough,9,5.47,1.5,5,27,22
8239,lcnl,whale,10,5.47,1.95,49,42,31
146,lcnl,bake,13,5.5,2.53,52,12,7
160,unl,bam,,5.5,2.85,,,
721,3k,broom,11,5.5,2.46,7,9,16
1304,3k,comb,11,5.5,2.2,5,10,13
2594,3k,fuss,4,5.5,1.86,40,14,9
3334,3k,hood,9,5.5,2.66,0,10,13
4862,3k,pay,13,5.5,1.76,141,147,105
4982,3k,pinch,2,5.5,2.28,6,4,4
5092,3k,plum,11,5.5,2.2,11,5,6
6140,3k,shelf,11,5.5,2.23,26,36,28
6504,3k,smart,18,5.5,1.86,114,57,41
6847,3k,spring,29,5.5,2.15,129,131,153
7865,3k,tube,,5.5,2.04,11,23,24
7479,3k,that,1383,5.529012,2.06,6087,6786,8610
519,3k,bone,12,5.53,1.74,34,29,48
879,3k,cap,16,5.53,2.01,84,48,52
984,3k,chase,24,5.53,2.12,21,17,15
994,3k,check,5,5.53,1.68,49,63,59
1022,3k,chick,8,5.53,2.09,55,23,4
2828,lcnl,goo,18,5.53,2.37,,,
3141,3k,hate,17,5.53,2.06,85,60,47
3903,3k,leap,7,5.53,1.93,3,10,14
4984,3k,pine,5,5.53,2.14,70,43,38
5339,3k,purse,12,5.53,2.01,11,7,13
6195,3k,shoot,7,5.53,2.39,10,43,36
7699,3k,toot,3,5.53,3.42,,,
8282,3k,whine,,5.53,2.48,0,1,3
3381,3k,howl,4,5.55,1.85,10,8,10
1660,3k,dear,107,5.550326,1.82,73,93,84
297,3k,bend,8,5.56,1.85,22,35,29
532,3k,boom,22,5.56,2.43,8,28,15
823,3k,buy,49,5.56,2.08,144,174,177
1703,3k,desk,21,5.56,2.2,140,126,89
4273,3k,math,1,5.56,1.46,16,12,9
3935,3k,left,119,5.57164,2.17,556,604,606
4651,3k,none,23,5.57164,1.85,16,56,71
676,3k,bridge,21,5.58,2.34,31,52,44
3048,3k,gun,7,5.58,2.52,83,68,64
3919,3k,leave,50,5.58,2.48,246,273,193
4017,3k,list,16,5.58,2.32,164,76,65
7050,3k,stir,3,5.58,3.29,3,6,9
7207,3k,suck,1,5.58,2.39,5,4,4
8152,3k,wasp,,5.58,1.74,0,2,1
8174,3k,weak,12,5.58,1.64,24,38,35
4224,3k,mane,1,5.6,2.14,2,3,6
4232,3k,map,3,5.6,2.06,91,74,106
2077,3k,eve,5,5.603611,2.45,16,6,5
3464,3k,ill,8,5.603611,1.82,7,14,21
4257,lcnl,mashed,3,5.61,2.73,1,1,2
5936,3k,scratch,17,5.61,3.05,2,7,13
6533,3k,smooth,8,5.61,2.3,19,36,47
7110,3k,strap,1,5.61,2.68,0,1,7
7504,3k,thick,13,5.61,1.91,62,67,102
7751,3k,trail,8,5.61,1.91,33,56,57
8210,3k,weird,2,5.61,1.75,2,8,11
788,3k,bunk,3,5.62,2.52,0,8,7
4640,3k,nod,2,5.62,2.91,3,7,5
5800,3k,same,45,5.624925,1.71,403,475,578
241,3k,bead,,5.63,1.64,0,0,0
422,3k,blink,15,5.63,2.27,3,3,5
1520,3k,crunch,14,5.63,1.83,1,6,3
2120,3k,fan,6,5.63,2.54,11,4,9
4216,3k,male,2,5.63,2.17,2,9,16
5126,3k,pole,26,5.63,2.83,34,60,70
5166,3k,pork,2,5.63,1.95,2,5,2
6923,3k,stack,14,5.63,2.22,15,11,9
8038,3k,view,9,5.63,2.01,7,22,33
8104,3k,wake,19,5.63,3.93,56,62,50
8335,3k,wig,5,5.63,2.22,4,3,3
888,3k,care,48,5.65,2.01,335,286,280
4286,3k,may,94,5.65,2.35,616,518,770
4507,3k,mule,7,5.65,1.66,41,8,10
6917,unl,squish,1,5.65,2.62,,,
1361,3k,cost,3,5.67,1.88,30,23,24
2105,3k,fair,24,5.67,1.91,113,104,78
5146,lcnl,poof,2,5.67,2.38,,,
6356,3k,skirt,1,5.67,2.57,9,13,18
6695,3k,space,16,5.67,1.91,67,103,148
7702,unl,toots,1,5.67,4.65,,,
8334,3k,wife,24,5.67,3.2,191,157,123
2163,3k,fed,11,5.67821,2.66,46,31,39
2310,3k,flat,13,5.68,1.67,56,106,100
5852,3k,scar,1,5.68,2.21,0,3,5
5857,3k,scarf,69,5.68,2.54,6,13,12
6040,3k,send,15,5.68,1.73,74,75,83
6424,3k,slice,13,5.69,2.24,3,6,7
1693,3k,den,21,5.7,1.66,21,12,9
3310,3k,hog,7,5.7,2.27,7,1,2
2833,lcnl,goof,,5.72,2.8,,,
2866,3k,grade,5,5.72,1.36,48,41,36
4269,3k,match,2,5.72,1.87,41,47,34
6841,3k,spread,14,5.72,2.76,14,50,75
7820,3k,troll,1,5.72,2.19,50,29,5
165,3k,bang,17,5.74,2.88,64,22,16
256,3k,beast,3,5.74,2.79,26,13,12
870,3k,cane,2,5.74,1.97,53,13,11
1503,3k,crow,23,5.74,3.28,30,29,18
1734,3k,dime,,5.74,2.05,71,15,12
2264,3k,fit,24,5.74,1.66,82,64,59
2902,3k,gray,26,5.74,2.6,106,116,105
3371,3k,hound,2,5.74,1.97,19,13,8
3500,3k,jail,1,5.74,2.45,21,15,26
3850,3k,large,35,5.74,2.23,98,214,408
4051,3k,lock,9,5.74,2.28,44,29,21
4466,3k,moth,,5.74,1.76,0,1,2
4798,3k,pal,6,5.74,2.54,7,9,6
6822,3k,sport,5,5.74,1.82,4,23,34
7146,lcnl,strings,3,5.74,2.26,5,10,13
8139,3k,warn,5,5.74,1.94,1,9,10
3169,lcnl,heads,16,5.742152,4.5,37,42,52
5321,3k,punch,1,5.75,2.31,22,8,8
6256,lcnl,shush,,5.752809,2.36,,,
602,3k,brain,18,5.76,2.19,3,25,42
182,3k,bare,4,5.78,2.86,13,26,37
281,3k,beg,9,5.78,2.32,5,9,15
865,3k,camp,4,5.78,1.73,62,80,88
2133,lcnl,fart,,5.78,2.34,,,
2237,3k,find,133,5.78,3.89,1342,870,874
2570,lcnl,fudge,2,5.78,3.25,6,8,4
4103,3k,lose,12,5.78,2.32,47,60,61
4523,3k,mush,2,5.78,3.44,2,0,2
5481,3k,rash,2,5.78,2.1,10,1,1
6197,3k,shop,20,5.78,1.86,311,118,63
6,3k,ache,1,5.79,2.27,6,7,6
781,3k,bun,5,5.79,2.74,1,0,0
1075,3k,chore,1,5.79,1.51,0,0,0
2563,3k,fry,3,5.79,1.69,9,4,4
2735,3k,glad,22,5.79,2.18,196,151,124
3000,3k,growl,7,5.79,1.87,2,6,5
3916,3k,leash,1,5.79,1.84,17,12,6
4425,lcnl,month,4,5.79,1.51,18,50,55
4888,lcnl,peek,3,5.79,3.01,49,11,4
4974,3k,pile,12,5.79,2.7,134,64,59
5209,3k,pray,11,5.79,2.35,5,7,10
6164,3k,shine,5,5.79,2.12,53,32,17
6549,3k,snail,12,5.79,2.57,18,13,14
7066,lcnl,stomp,4,5.79,1.72,,,
7868,3k,tuck,6,5.79,2.12,0,1,3
3408,3k,hum,8,5.795437,2.24,17,8,7
1160,3k,clear,25,5.8,1.79,15,95,132
6838,3k,spray,2,5.8,1.79,5,6,11
648,3k,breath,18,5.81,2.02,48,105,104
7571,3k,through,212,5.816751,1.86,343,714,989
1399,3k,craft,1,5.83,2.23,0,0,2
2111,3k,fake,,5.83,2.26,0,5,5
3588,3k,join,21,5.83,1.38,14,44,53
3622,3k,jug,,5.83,1.86,7,12,6
4708,lcnl,oar,,5.83,2.96,21,3,2
4710,lcnl,oat,,5.83,3.07,,,
5771,3k,sack,11,5.83,2.01,42,21,22
5905,3k,score,4,5.83,1.54,10,7,12
6566,3k,sneak,3,5.83,2.53,4,4,8
8024,3k,vest,1,5.83,2.31,2,8,7
3880,3k,lay,29,5.838065,2.01,83,173,196
921,3k,cause,23,5.84,3.1,2,21,42
1635,3k,date,,5.84,2.01,14,16,22
2951,3k,grin,5,5.84,2.01,6,19,18
4695,3k,nurse,9,5.84,1.98,70,57,32
5949,3k,screen,1,5.84,2.46,4,25,38
6207,3k,shot,11,5.84,2.75,63,79,86
6665,3k,sore,9,5.84,2.03,14,17,11
6893,3k,squeak,7,5.84,1.8,6,9,13
7384,lcnl,tap,7,5.84,2.87,72,31,10
8329,3k,wide,37,5.84,2.14,65,111,113
3373,3k,hour,37,5.85,1.79,88,132,146
8196,lcnl,weeds,8,5.85,2.35,48,22,12
8415,3k,work,71,5.86,3.29,874,787,761
61,3k,ape,3,5.89,2.64,19,11,2
1048,3k,chip,3,5.89,2.35,57,12,17
1242,3k,club,79,5.89,2.56,37,53,52
1446,3k,creek,1,5.89,2.23,14,31,42
1518,3k,crumb,1,5.89,2.26,2,3,3
1903,3k,drip,,5.89,2.35,30,3,2
3978,3k,life,47,5.89,3.23,107,258,398
4144,3k,lump,4,5.89,2.38,8,15,11
4654,3k,noon,14,5.89,2.18,19,37,34
4855,3k,paw,31,5.89,2.95,38,28,18
5395,3k,quick,31,5.89,2.16,61,82,77
6105,3k,shave,1,5.89,1.94,1,0,4
8232,3k,west,9,5.89,2.56,66,95,113
8559,3k,yolk,1,5.89,2.4,2,2,0
7536,3k,thought,234,5.89135,2.18,1047,1130,1062
7916,3k,twice,11,5.89135,2.09,31,43,58
4627,3k,ninth,,5.912664,4.52,2,3,2
2992,3k,group,,5.94,1.89,68,115,171
4374,3k,mint,1,5.94,1.86,0,1,1
4794,3k,pair,13,5.94,2.46,20,41,58
4816,3k,pant,,5.94,3.11,,,
5689,3k,root,1,5.94,2.15,0,7,21
5868,3k,scent,2,5.94,2.01,0,3,8
6499,3k,smack,2,5.94,5.16,3,3,2
6599,lcnl,snore,4,5.94,2.04,,,
8467,3k,wrist,2,5.94,2.44,5,11,9
37,3k,aisle,2,5.95,1.54,3,7,10
607,3k,brake,5,5.95,2.22,3,6,4
1438,3k,cream,40,5.95,2.48,94,55,39
1524,3k,crust,2,5.95,1.9,0,4,7
2288,3k,flake,1,5.95,2.76,,,
2688,lcnl,germ,,5.95,2.46,1,0,0
3269,3k,hint,1,5.95,1.57,10,6,6
3967,3k,lid,3,5.95,3.09,16,14,13
4099,3k,lord,13,5.95,2.04,20,20,30
5178,3k,pot,22,5.95,3.99,129,74,48
83,lcnl,arts,,5.965949,2.25,1,1,1
7528,3k,thorn,2,5.965949,1.36,3,4,8
2197,3k,few,28,5.99792,1.6,269,406,550
625,3k,brave,12,6,2.03,76,62,49
936,3k,cent,1,6,1.64,3,4,5
1347,3k,cord,1,6,2.13,2,6,10
1654,3k,deal,6,6,2.06,14,35,59
2100,3k,fail,4,6,1.61,1,4,4
2453,3k,force,,6,1.78,3,23,49
3065,3k,gym,,6,2.33,19,9,13
4715,3k,odd,2,6,2,11,23,30
4804,3k,palm,3,6,2.83,2,22,33
5425,3k,race,14,6,2.62,151,108,90
5725,3k,rub,4,6,2.89,31,17,16
5899,lcnl,scoot,2,6,2.54,,,
6056,3k,set,46,6,3.03,254,283,331
6415,unl,sleigh,13,6,3.99,0,1,2
6478,3k,slug,6,6,2.76,,,
7011,3k,steer,4,6,1.63,3,4,9
7418,3k,team,6,6,1.81,81,114,108
8166,3k,wax,,6,1.94,4,15,14
386,3k,blank,1,6.05,1.79,0,7,10
1463,3k,crib,1,6.05,4.16,2,5,2
3769,3k,knot,1,6.05,1.96,3,11,11
3946,3k,length,,6.05,1.99,3,16,35
4891,3k,peel,3,6.05,2.41,1,4,5
5089,3k,plug,2,6.05,3.36,9,5,2
6060,3k,sew,8,6.05,2.68,11,11,5
6554,3k,snap,2,6.05,2.9,6,13,16
7604,3k,tick,10,6.05,2.72,7,0,2
7774,3k,tray,7,6.05,1.81,3,13,10
7796,3k,trick,35,6.05,2.99,112,50,30
2048,3k,eighth,2,6.051205,1.27,2,6,10
7064,3k,stole,17,6.051205,1.66,2,21,21
444,lcnl,blonde,,6.06,1.21,2,3,2
1248,3k,clue,2,6.06,2.15,22,25,23
3423,3k,hunt,13,6.06,2.01,102,55,52
4977,3k,pill,1,6.06,2.29,22,6,4
5317,3k,pump,2,6.06,1.98,10,13,14
6686,3k,south,28,6.06,2.15,44,78,120
7521,3k,thirst,,6.06,3.23,0,1,6
7921,3k,twin,2,6.06,1.73,10,9,8
2209,lcnl,field,18,6.1,2.38,132,154,139
4023,3k,live,53,6.1,2.15,443,475,561
84,lcnl,as,844,6.10449,2.3,2243,3346,4616
2180,3k,felt,79,6.10449,1.95,342,460,500
110,3k,axe,6,6.11,1.49,0,3,8
130,3k,badge,,6.11,1.81,0,1,1
276,3k,beer,2,6.11,2.68,0,10,10
413,lcnl,blessed,1,6.11,2.69,0,2,4
1062,3k,choke,1,6.11,2.23,1,4,3
1065,3k,chomp,5,6.11,2.21,,,
1419,3k,crash,13,6.11,2.59,27,34,28
1914,lcnl,drool,1,6.11,3.62,,,
3342,3k,hoop,2,6.11,1.45,8,3,4
3411,3k,hump,7,6.11,1.64,0,4,5
4844,3k,path,13,6.11,2.95,105,82,87
5155,3k,poor,65,6.11,1.94,81,153,158
5620,3k,rip,1,6.11,3.41,14,11,10
5695,3k,rose,21,6.11,2.33,77,95,117
6102,3k,sharp,12,6.11,2.73,37,84,83
6537,lcnl,smudge,,6.11,1.82,0,0,1
7322,3k,swoop,1,6.11,2.02,0,2,3
7658,3k,toad,115,6.11,2.64,419,63,12
8340,3k,wild,37,6.11,2.51,55,101,122
3530,lcnl,jean,,6.115147,3.18,58,44,25
5007,3k,pit,2,6.14,2.37,17,19,19
258,3k,beat,15,6.15,1.66,65,85,84
2418,3k,foam,,6.15,2.52,1,1,5
6065,3k,shack,,6.15,1.98,15,6,6
489,3k,bob,3,6.157775,1.97,281,91,66
8216,3k,well,222,6.157775,2.65,1024,1066,1046
162,3k,band,23,6.16,2.54,61,47,39
433,3k,blob,,6.16,2.29,1,0,1
557,3k,boss,1,6.16,2.36,125,38,23
895,3k,cart,7,6.16,2.32,34,32,24
2858,3k,gown,19,6.16,2.34,3,0,3
4602,3k,news,16,6.16,2.27,40,62,84
4786,3k,pail,24,6.16,2.67,44,19,15
6577,3k,sniff,8,6.16,3.39,11,6,3
7650,3k,tire,6,6.16,1.64,15,16,11
8236,3k,whack,4,6.16,3.48,,,
565,3k,bounce,3,6.17,4.9,5,11,14
2035,3k,edge,12,6.17,2.31,20,103,122
3271,3k,hip,2,6.17,2.64,0,3,6
6441,3k,slip,4,6.17,2.6,13,21,23
6674,3k,soul,6,6.17,2.38,2,10,20
6994,3k,steal,7,6.17,2.09,14,14,16
886,3k,card,4,6.2,2.26,53,45,28
81,3k,art,5,6.21,2.32,41,25,38
622,3k,brat,,6.21,3.08,,,
2425,3k,fog,4,6.21,2.2,26,27,27
2617,3k,gal,,6.21,3.34,0,1,1
3024,3k,guest,5,6.21,3.17,0,9,11
3582,3k,jog,2,6.21,2.68,0,0,1
4764,3k,owl,65,6.21,2.66,151,58,33
5703,3k,rough,9,6.21,2.3,5,37,37
5931,3k,scrape,5,6.21,2.94,1,6,5
6216,3k,show,80,6.21,1.81,545,372,384
7044,3k,sting,2,6.21,3.26,12,14,5
7074,3k,stool,2,6.21,3.36,9,7,10
7128,3k,strength,5,6.21,2.53,6,18,33
286,3k,belch,1,6.22,2.26,,,
659,3k,breeze,15,6.22,3,5,9,22
1765,3k,ditch,5,6.22,2.16,11,8,13
2517,3k,fresh,22,6.22,1.86,40,70,83
6737,3k,speech,7,6.22,1.63,6,16,20
6803,3k,spoke,20,6.232374,2.91,79,115,112
550,lcnl,bored,6,6.25,1.68,6,14,18
2291,3k,flame,1,6.25,2.38,14,10,13
3020,3k,guard,8,6.25,2.07,29,48,31
6793,3k,split,9,6.25,2.36,11,19,21
858,3k,calm,4,6.26,2.18,4,24,35
1857,3k,drain,2,6.26,2.96,2,4,5
3339,3k,hook,23,6.26,1.85,33,20,17
5428,3k,rack,2,6.26,2.66,10,6,6
6526,lcnl,smock,,6.26,2.31,,,
6998,3k,steam,23,6.26,2.45,15,32,30
7465,3k,test,5,6.26,1.45,40,55,58
8138,3k,warmth,1,6.26,2.33,0,13,18
3757,3k,knight,2,6.264345,1.76,0,1,5
4106,3k,lot,60,6.264345,2.25,444,411,372
4876,3k,pearl,4,6.275002,2.1,0,12,8
2184,3k,fence,39,6.28,3.36,85,96,71
2780,3k,glow,2,6.28,1.87,0,12,17
7917,lcnl,twig,4,6.28,3.03,3,4,5
5577,3k,rib,,6.3,1.75,0,0,0
6799,3k,spoil,6,6.3,1.72,5,11,13
547,3k,bop,1,6.31,2.77,,,
109,lcnl,ax,1,6.31763,1.73,11,11,14
1926,3k,drove,14,6.31763,2.57,86,101,85
7259,3k,swan,14,6.31763,2.05,13,3,5
8520,3k,yea,2,6.31763,3.58,0,0,1
3535,3k,jeep,6,6.32,3,6,7,5
4866,3k,peace,3,6.32,2.52,7,17,30
5581,3k,rich,10,6.32,2.14,51,112,98
6930,3k,stage,1,6.32,2.06,48,37,32
7363,3k,tale,9,6.32,2.52,0,8,13
1396,3k,crack,8,6.33,3.38,17,42,37
1489,unl,crooked,12,6.33,1.61,4,2,5
3277,3k,hiss,7,6.33,2,11,3,3
4382,3k,miss,129,6.33,3.41,,,
6365,3k,skull,,6.33,2.61,2,4,10
6952,3k,stamp,1,6.33,2.22,18,27,7
898,3k,carve,,6.35,1.77,10,10,4
3698,3k,kill,7,6.35,2.58,82,84,81
482,3k,board,8,6.37,1.8,81,80,72
1716,3k,dice,,6.37,2.22,0,0,1
6069,3k,shade,9,6.37,2.43,33,32,35
