word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale
climbing,12,2.48490665,7.288955913
closet,12,2.48490665,7.288955913
cloud,12,2.48490665,7.288955913
clover,12,2.48490665,7.288955913
clown,12,2.48490665,7.288955913
covers,12,2.48490665,7.288955913
creature,12,2.48490665,7.288955913
crooked,12,2.48490665,7.288955913
dead,12,2.48490665,7.288955913
dentist,12,2.48490665,7.288955913
dish,12,2.48490665,7.288955913
east,12,2.48490665,7.288955913
edge,12,2.48490665,7.288955913
eleven,12,2.48490665,7.288955913
especially,12,2.48490665,7.288955913
exclaimed,12,2.48490665,7.288955913
fields,12,2.48490665,7.288955913
floating,12,2.48490665,7.288955913
flossy,12,2.48490665,7.288955913
furry,12,2.48490665,7.288955913
gasazi,12,2.48490665,7.288955913
goldbug,12,2.48490665,7.288955913
goodness,12,2.48490665,7.288955913
goosey,12,2.48490665,7.288955913
granny,12,2.48490665,7.288955913
growing,12,2.48490665,7.288955913
handsome,12,2.48490665,7.288955913
happening,12,2.48490665,7.288955913
humming,12,2.48490665,7.288955913
insist,12,2.48490665,7.288955913
james,12,2.48490665,7.288955913
jelly,12,2.48490665,7.288955913
kinds,12,2.48490665,7.288955913
king's,12,2.48490665,7.288955913
ladybugs,12,2.48490665,7.288955913
learned,12,2.48490665,7.288955913
letters,12,2.48490665,7.288955913
lines,12,2.48490665,7.288955913
lose,12,2.48490665,7.288955913
machines,12,2.48490665,7.288955913
mickey,12,2.48490665,7.288955913
minutes,12,2.48490665,7.288955913
missing,12,2.48490665,7.288955913
monday,12,2.48490665,7.288955913
mortimer,12,2.48490665,7.288955913
nearby,12,2.48490665,7.288955913
nearly,12,2.48490665,7.288955913
pass,12,2.48490665,7.288955913
passengers,12,2.48490665,7.288955913
pile,12,2.48490665,7.288955913
point,12,2.48490665,7.288955913
poky,12,2.48490665,7.288955913
policemen,12,2.48490665,7.288955913
proudly,12,2.48490665,7.288955913
pudding,12,2.48490665,7.288955913
purse,12,2.48490665,7.288955913
rattle,12,2.48490665,7.288955913
realized,12,2.48490665,7.288955913
rembo,12,2.48490665,7.288955913
retrieving,12,2.48490665,7.288955913
roads,12,2.48490665,7.288955913
rocked,12,2.48490665,7.288955913
rocky,12,2.48490665,7.288955913
rolls,12,2.48490665,7.288955913
ryder,12,2.48490665,7.288955913
sharp,12,2.48490665,7.288955913
shh,12,2.48490665,7.288955913
shy,12,2.48490665,7.288955913
simon,12,2.48490665,7.288955913
snail,12,2.48490665,7.288955913
snapped,12,2.48490665,7.288955913
sniffed,12,2.48490665,7.288955913
stared,12,2.48490665,7.288955913
sticks,12,2.48490665,7.288955913
super,12,2.48490665,7.288955913
surely,12,2.48490665,7.288955913
swam,12,2.48490665,7.288955913
swimming,12,2.48490665,7.288955913
tag,12,2.48490665,7.288955913
they'll,12,2.48490665,7.288955913
trying,12,2.48490665,7.288955913
tsz,12,2.48490665,7.288955913
underneath,12,2.48490665,7.288955913
understand,12,2.48490665,7.288955913
usually,12,2.48490665,7.288955913
waves,12,2.48490665,7.288955913
weak,12,2.48490665,7.288955913
weather,12,2.48490665,7.288955913
where's,12,2.48490665,7.288955913
accident,11,2.397895273,7.383885708
act,11,2.397895273,7.383885708
alligators,11,2.397895273,7.383885708
among,11,2.397895273,7.383885708
anna,11,2.397895273,7.383885708
anybody,11,2.397895273,7.383885708
arthur's,11,2.397895273,7.383885708
asking,11,2.397895273,7.383885708
aunt,11,2.397895273,7.383885708
bakery,11,2.397895273,7.383885708
bear's,11,2.397895273,7.383885708
bedroom,11,2.397895273,7.383885708
bedtime,11,2.397895273,7.383885708
begged,11,2.397895273,7.383885708
bingo,11,2.397895273,7.383885708
blocks,11,2.397895273,7.383885708
bo,11,2.397895273,7.383885708
bother,11,2.397895273,7.383885708
broom,11,2.397895273,7.383885708
brother's,11,2.397895273,7.383885708
bumpety,11,2.397895273,7.383885708
cents,11,2.397895273,7.383885708
chicks,11,2.397895273,7.383885708
comb,11,2.397895273,7.383885708
corduroy,11,2.397895273,7.383885708
cousin,11,2.397895273,7.383885708
crept,11,2.397895273,7.383885708
crowd,11,2.397895273,7.383885708
custard,11,2.397895273,7.383885708
david,11,2.397895273,7.383885708
dibble,11,2.397895273,7.383885708
digging,11,2.397895273,7.383885708
donkey,11,2.397895273,7.383885708
double,11,2.397895273,7.383885708
drew,11,2.397895273,7.383885708
duchess,11,2.397895273,7.383885708
ducks,11,2.397895273,7.383885708
earth,11,2.397895273,7.383885708
ends,11,2.397895273,7.383885708
faces,11,2.397895273,7.383885708
fed,11,2.397895273,7.383885708
floated,11,2.397895273,7.383885708
fond,11,2.397895273,7.383885708
forgotten,11,2.397895273,7.383885708
george's,11,2.397895273,7.383885708
gore,11,2.397895273,7.383885708
grabbed,11,2.397895273,7.383885708
grum,11,2.397895273,7.383885708
h,11,2.397895273,7.383885708
heaven,11,2.397895273,7.383885708
helping,11,2.397895273,7.383885708
hopped,11,2.397895273,7.383885708
hubbles,11,2.397895273,7.383885708
itself,11,2.397895273,7.383885708
jacket,11,2.397895273,7.383885708
juice,11,2.397895273,7.383885708
laid,11,2.397895273,7.383885708
lawn,11,2.397895273,7.383885708
leaf,11,2.397895273,7.383885708
licken,11,2.397895273,7.383885708
lying,11,2.397895273,7.383885708
mack,11,2.397895273,7.383885708
marry,11,2.397895273,7.383885708
mcgregor,11,2.397895273,7.383885708
meat,11,2.397895273,7.383885708
million,11,2.397895273,7.383885708
millions,11,2.397895273,7.383885708
order,11,2.397895273,7.383885708
palace,11,2.397895273,7.383885708
parents,11,2.397895273,7.383885708
pembo,11,2.397895273,7.383885708
peri,11,2.397895273,7.383885708
plane,11,2.397895273,7.383885708
plum,11,2.397895273,7.383885708
porch,11,2.397895273,7.383885708
pots,11,2.397895273,7.383885708
pray,11,2.397895273,7.383885708
principal,11,2.397895273,7.383885708
promised,11,2.397895273,7.383885708
protect,11,2.397895273,7.383885708
pup,11,2.397895273,7.383885708
quarters,11,2.397895273,7.383885708
question,11,2.397895273,7.383885708
roared,11,2.397895273,7.383885708
roll,11,2.397895273,7.383885708
royal,11,2.397895273,7.383885708
ruchi,11,2.397895273,7.383885708
runs,11,2.397895273,7.383885708
sa,11,2.397895273,7.383885708
sack,11,2.397895273,7.383885708
saved,11,2.397895273,7.383885708
screamed,11,2.397895273,7.383885708
searched,11,2.397895273,7.383885708
she'd,11,2.397895273,7.383885708
shelf,11,2.397895273,7.383885708
shot,11,2.397895273,7.383885708
shower,11,2.397895273,7.383885708
silent,11,2.397895273,7.383885708
sits,11,2.397895273,7.383885708
slid,11,2.397895273,7.383885708
sounded,11,2.397895273,7.383885708
spent,11,2.397895273,7.383885708
spike,11,2.397895273,7.383885708
straw,11,2.397895273,7.383885708
sweater,11,2.397895273,7.383885708
tails,11,2.397895273,7.383885708
tears,11,2.397895273,7.383885708
thee,11,2.397895273,7.383885708
they've,11,2.397895273,7.383885708
throne,11,2.397895273,7.383885708
tinker's,11,2.397895273,7.383885708
trot,11,2.397895273,7.383885708
turns,11,2.397895273,7.383885708
tv,11,2.397895273,7.383885708
tweetle,11,2.397895273,7.383885708
twice,11,2.397895273,7.383885708
u,11,2.397895273,7.383885708
ugly,11,2.397895273,7.383885708
usual,11,2.397895273,7.383885708
washed,11,2.397895273,7.383885708
wedding,11,2.397895273,7.383885708
wherever,11,2.397895273,7.383885708
who'll,11,2.397895273,7.383885708
wicked,11,2.397895273,7.383885708
worse,11,2.397895273,7.383885708
adopted,10,2.302585093,7.487869534
aj,10,2.302585093,7.487869534
alive,10,2.302585093,7.487869534
answers,10,2.302585093,7.487869534
attention,10,2.302585093,7.487869534
baked,10,2.302585093,7.487869534
baker,10,2.302585093,7.487869534
barber,10,2.302585093,7.487869534
beetle,10,2.302585093,7.487869534
begin,10,2.302585093,7.487869534
beyond,10,2.302585093,7.487869534
blanket,10,2.302585093,7.487869534
blowing,10,2.302585093,7.487869534
boa,10,2.302585093,7.487869534
bones,10,2.302585093,7.487869534
buckets,10,2.302585093,7.487869534
buggy,10,2.302585093,7.487869534
business,10,2.302585093,7.487869534
buzzing,10,2.302585093,7.487869534
calls,10,2.302585093,7.487869534
celeste,10,2.302585093,7.487869534
cherry,10,2.302585093,7.487869534
chirped,10,2.302585093,7.487869534
cinderella,10,2.302585093,7.487869534
circus,10,2.302585093,7.487869534
closer,10,2.302585093,7.487869534
constrictor,10,2.302585093,7.487869534
continued,10,2.302585093,7.487869534
counted,10,2.302585093,7.487869534
cover,10,2.302585093,7.487869534
crane,10,2.302585093,7.487869534
cries,10,2.302585093,7.487869534
diddle,10,2.302585093,7.487869534
die,10,2.302585093,7.487869534
dingo,10,2.302585093,7.487869534
dishes,10,2.302585093,7.487869534
ditty,10,2.302585093,7.487869534
duke,10,2.302585093,7.487869534
eek,10,2.302585093,7.487869534
electric,10,2.302585093,7.487869534
express,10,2.302585093,7.487869534
flitter,10,2.302585093,7.487869534
furniture,10,2.302585093,7.487869534
fuzzy,10,2.302585093,7.487869534
gallop,10,2.302585093,7.487869534
geese,10,2.302585093,7.487869534
gentle,10,2.302585093,7.487869534
gingko,10,2.302585093,7.487869534
goldfish,10,2.302585093,7.487869534
gruffalo's,10,2.302585093,7.487869534
guy,10,2.302585093,7.487869534
ha,10,2.302585093,7.487869534
handed,10,2.302585093,7.487869534
highway,10,2.302585093,7.487869534
hind,10,2.302585093,7.487869534
honor,10,2.302585093,7.487869534
hose,10,2.302585093,7.487869534
hours,10,2.302585093,7.487869534
jig,10,2.302585093,7.487869534
judge,10,2.302585093,7.487869534
kite,10,2.302585093,7.487869534
ladies,10,2.302585093,7.487869534
lee,10,2.302585093,7.487869534
ler,10,2.302585093,7.487869534
lisa,10,2.302585093,7.487869534
load,10,2.302585093,7.487869534
loose,10,2.302585093,7.487869534
mac,10,2.302585093,7.487869534
main,10,2.302585093,7.487869534
malt,10,2.302585093,7.487869534
march,10,2.302585093,7.487869534
meal,10,2.302585093,7.487869534
melvin,10,2.302585093,7.487869534
napping,10,2.302585093,7.487869534
nodded,10,2.302585093,7.487869534
numbers,10,2.302585093,7.487869534
nut,10,2.302585093,7.487869534
oil,10,2.302585093,7.487869534
oink,10,2.302585093,7.487869534
ooo,10,2.302585093,7.487869534
p.s,10,2.302585093,7.487869534
parade,10,2.302585093,7.487869534
perfectly,10,2.302585093,7.487869534
pirate,10,2.302585093,7.487869534
pointed,10,2.302585093,7.487869534
pointing,10,2.302585093,7.487869534
poked,10,2.302585093,7.487869534
politely,10,2.302585093,7.487869534
questions,10,2.302585093,7.487869534
rainy,10,2.302585093,7.487869534
rat,10,2.302585093,7.487869534
reading,10,2.302585093,7.487869534
retrieve,10,2.302585093,7.487869534
rich,10,2.302585093,7.487869534
rocking,10,2.302585093,7.487869534
safely,10,2.302585093,7.487869534
sammy,10,2.302585093,7.487869534
save,10,2.302585093,7.487869534
seats,10,2.302585093,7.487869534
seek,10,2.302585093,7.487869534
service,10,2.302585093,7.487869534
settle,10,2.302585093,7.487869534
settled,10,2.302585093,7.487869534
shining,10,2.302585093,7.487869534
shiver,10,2.302585093,7.487869534
shouting,10,2.302585093,7.487869534
signal,10,2.302585093,7.487869534
silence,10,2.302585093,7.487869534
sings,10,2.302585093,7.487869534
skate,10,2.302585093,7.487869534
snoring,10,2.302585093,7.487869534
soap,10,2.302585093,7.487869534
sparrow,10,2.302585093,7.487869534
spot,10,2.302585093,7.487869534
sprinkles,10,2.302585093,7.487869534
stretched,10,2.302585093,7.487869534
striped,10,2.302585093,7.487869534
students,10,2.302585093,7.487869534
supposed,10,2.302585093,7.487869534
tao,10,2.302585093,7.487869534
taught,10,2.302585093,7.487869534
teach,10,2.302585093,7.487869534
throat,10,2.302585093,7.487869534
tick,10,2.302585093,7.487869534
tie,10,2.302585093,7.487869534
tip,10,2.302585093,7.487869534
touch,10,2.302585093,7.487869534
tracks,10,2.302585093,7.487869534
truth,10,2.302585093,7.487869534
tuesday,10,2.302585093,7.487869534
tummy,10,2.302585093,7.487869534
twinkle,10,2.302585093,7.487869534
upside,10,2.302585093,7.487869534
weren't,10,2.302585093,7.487869534
whale,10,2.302585093,7.487869534
wheat,10,2.302585093,7.487869534
whether,10,2.302585093,7.487869534
who's,10,2.302585093,7.487869534
winds,10,2.302585093,7.487869534
wire,10,2.302585093,7.487869534
workers,10,2.302585093,7.487869534
y,10,2.302585093,7.487869534
yarn,10,2.302585093,7.487869534
yell,10,2.302585093,7.487869534
z,10,2.302585093,7.487869534
zup,10,2.302585093,7.487869534
10,9,2.197224577,7.60281832
agree,9,2.197224577,7.60281832
aren't,9,2.197224577,7.60281832
awake,9,2.197224577,7.60281832
baby's,9,2.197224577,7.60281832
bathroom,9,2.197224577,7.60281832
becoming,9,2.197224577,7.60281832
beetles,9,2.197224577,7.60281832
beg,9,2.197224577,7.60281832
billions,9,2.197224577,7.60281832
blueberry,9,2.197224577,7.60281832
boiled,9,2.197224577,7.60281832
bricks,9,2.197224577,7.60281832
bubbles,9,2.197224577,7.60281832
bugs,9,2.197224577,7.60281832
bulldozer,9,2.197224577,7.60281832
bumps,9,2.197224577,7.60281832
cage,9,2.197224577,7.60281832
carrot,9,2.197224577,7.60281832
caterpillar,9,2.197224577,7.60281832
center,9,2.197224577,7.60281832
charge,9,2.197224577,7.60281832
cheer,9,2.197224577,7.60281832
cheered,9,2.197224577,7.60281832
chest,9,2.197224577,7.60281832
chewed,9,2.197224577,7.60281832
chosen,9,2.197224577,7.60281832
coal,9,2.197224577,7.60281832
coffee,9,2.197224577,7.60281832
company,9,2.197224577,7.60281832
crayons,9,2.197224577,7.60281832
curly,9,2.197224577,7.60281832
dame,9,2.197224577,7.60281832
darling,9,2.197224577,7.60281832
disappeared,9,2.197224577,7.60281832
doo,9,2.197224577,7.60281832
dreamed,9,2.197224577,7.60281832
duckling,9,2.197224577,7.60281832
ducky,9,2.197224577,7.60281832
dusty,9,2.197224577,7.60281832
eats,9,2.197224577,7.60281832
enormous,9,2.197224577,7.60281832
entire,9,2.197224577,7.60281832
fancy,9,2.197224577,7.60281832
father's,9,2.197224577,7.60281832
feast,9,2.197224577,7.60281832
featherlegs,9,2.197224577,7.60281832
fellow,9,2.197224577,7.60281832
fetch,9,2.197224577,7.60281832
fill,9,2.197224577,7.60281832
float,9,2.197224577,7.60281832
flute,9,2.197224577,7.60281832
games,9,2.197224577,7.60281832
geoppolis,9,2.197224577,7.60281832
gerald,9,2.197224577,7.60281832
gift,9,2.197224577,7.60281832
glasses,9,2.197224577,7.60281832
gotta,9,2.197224577,7.60281832
grab,9,2.197224577,7.60281832
grandpa,9,2.197224577,7.60281832
harder,9,2.197224577,7.60281832
hardly,9,2.197224577,7.60281832
hatch,9,2.197224577,7.60281832
hood,9,2.197224577,7.60281832
horns,9,2.197224577,7.60281832
horrible,9,2.197224577,7.60281832
hospital,9,2.197224577,7.60281832
hundreds,9,2.197224577,7.60281832
imagine,9,2.197224577,7.60281832
ink,9,2.197224577,7.60281832
japan,9,2.197224577,7.60281832
jar,9,2.197224577,7.60281832
jaws,9,2.197224577,7.60281832
joe,9,2.197224577,7.60281832
joined,9,2.197224577,7.60281832
jolly,9,2.197224577,7.60281832
kindly,9,2.197224577,7.60281832
kissing,9,2.197224577,7.60281832
klopp,9,2.197224577,7.60281832
known,9,2.197224577,7.60281832
leaving,9,2.197224577,7.60281832
lilly's,9,2.197224577,7.60281832
lima,9,2.197224577,7.60281832
lions,9,2.197224577,7.60281832
lock,9,2.197224577,7.60281832
london,9,2.197224577,7.60281832
luckily,9,2.197224577,7.60281832
macaroni,9,2.197224577,7.60281832
machine,9,2.197224577,7.60281832
maisy,9,2.197224577,7.60281832
mark,9,2.197224577,7.60281832
merry,9,2.197224577,7.60281832
mew,9,2.197224577,7.60281832
mighty,9,2.197224577,7.60281832
mistress,9,2.197224577,7.60281832
movie,9,2.197224577,7.60281832
napkin,9,2.197224577,7.60281832
naughty,9,2.197224577,7.60281832
neighborhood,9,2.197224577,7.60281832
nights,9,2.197224577,7.60281832
nurse,9,2.197224577,7.60281832
older,9,2.197224577,7.60281832
ought,9,2.197224577,7.60281832
pancake,9,2.197224577,7.60281832
paotze,9,2.197224577,7.60281832
picking,9,2.197224577,7.60281832
pieces,9,2.197224577,7.60281832
piled,9,2.197224577,7.60281832
piper,9,2.197224577,7.60281832
planted,9,2.197224577,7.60281832
popped,9,2.197224577,7.60281832
potatoes,9,2.197224577,7.60281832
problem,9,2.197224577,7.60281832
promise,9,2.197224577,7.60281832
puff,9,2.197224577,7.60281832
railroad,9,2.197224577,7.60281832
ribbons,9,2.197224577,7.60281832
roof,9,2.197224577,7.60281832
rough,9,2.197224577,7.60281832
rude,9,2.197224577,7.60281832
sail,9,2.197224577,7.60281832
sale,9,2.197224577,7.60281832
seed,9,2.197224577,7.60281832
seems,9,2.197224577,7.60281832
sews,9,2.197224577,7.60281832
shade,9,2.197224577,7.60281832
shore,9,2.197224577,7.60281832
shovels,9,2.197224577,7.60281832
silk,9,2.197224577,7.60281832
sink,9,2.197224577,7.60281832
skating,9,2.197224577,7.60281832
skipped,9,2.197224577,7.60281832
smelled,9,2.197224577,7.60281832
snores,9,2.197224577,7.60281832
sore,9,2.197224577,7.60281832
spin,9,2.197224577,7.60281832
splashing,9,2.197224577,7.60281832
split,9,2.197224577,7.60281832
sports,9,2.197224577,7.60281832
st,9,2.197224577,7.60281832
steps,9,2.197224577,7.60281832
stops,9,2.197224577,7.60281832
stuff,9,2.197224577,7.60281832
sue,9,2.197224577,7.60281832
swap,9,2.197224577,7.60281832
swung,9,2.197224577,7.60281832
taco,9,2.197224577,7.60281832
taffy,9,2.197224577,7.60281832
tale,9,2.197224577,7.60281832
taps,9,2.197224577,7.60281832
tells,9,2.197224577,7.60281832
thanked,9,2.197224577,7.60281832
thou,9,2.197224577,7.60281832
thursday,9,2.197224577,7.60281832
thy,9,2.197224577,7.60281832
tossed,9,2.197224577,7.60281832
tough,9,2.197224577,7.60281832
towels,9,2.197224577,7.60281832
tre,9,2.197224577,7.60281832
tune,9,2.197224577,7.60281832
twelve,9,2.197224577,7.60281832
view,9,2.197224577,7.60281832
voices,9,2.197224577,7.60281832
walks,9,2.197224577,7.60281832
washing,9,2.197224577,7.60281832
ways,9,2.197224577,7.60281832
we'd,9,2.197224577,7.60281832
wednesday,9,2.197224577,7.60281832
west,9,2.197224577,7.60281832
wing,9,2.197224577,7.60281832
wise,9,2.197224577,7.60281832
yipiyuk,9,2.197224577,7.60281832
yours,9,2.197224577,7.60281832
_great_,8,2.079441542,7.73132013
100,8,2.079441542,7.73132013
8,8,2.079441542,7.73132013
agreed,8,2.079441542,7.73132013
aha,8,2.079441542,7.73132013
ambulance,8,2.079441542,7.73132013
apartment,8,2.079441542,7.73132013
april,8,2.079441542,7.73132013
asphalt,8,2.079441542,7.73132013
backwards,8,2.079441542,7.73132013
bank,8,2.079441542,7.73132013
batter,8,2.079441542,7.73132013
beef,8,2.079441542,7.73132013
beluga,8,2.079441542,7.73132013
bend,8,2.079441542,7.73132013
besides,8,2.079441542,7.73132013
billy,8,2.079441542,7.73132013
blankets,8,2.079441542,7.73132013
blows,8,2.079441542,7.73132013
blurp,8,2.079441542,7.73132013
board,8,2.079441542,7.73132013
body,8,2.079441542,7.73132013
brick,8,2.079441542,7.73132013
brings,8,2.079441542,7.73132013
brushed,8,2.079441542,7.73132013
burst,8,2.079441542,7.73132013
chick,8,2.079441542,7.73132013
circles,8,2.079441542,7.73132013
clocks,8,2.079441542,7.73132013
coloring,8,2.079441542,7.73132013
countryside,8,2.079441542,7.73132013
crack,8,2.079441542,7.73132013
crown,8,2.079441542,7.73132013
crumbs,8,2.079441542,7.73132013
daisies,8,2.079441542,7.73132013
dare,8,2.079441542,7.73132013
decide,8,2.079441542,7.73132013
demanded,8,2.079441542,7.73132013
diaper,8,2.079441542,7.73132013
died,8,2.079441542,7.73132013
distance,8,2.079441542,7.73132013
doorway,8,2.079441542,7.73132013
dopp,8,2.079441542,7.73132013
dots,8,2.079441542,7.73132013
dreaming,8,2.079441542,7.73132013
dreary,8,2.079441542,7.73132013
edward's,8,2.079441542,7.73132013
eyed,8,2.079441542,7.73132013
fabulous,8,2.079441542,7.73132013
falls,8,2.079441542,7.73132013
faraway,8,2.079441542,7.73132013
fifteen,8,2.079441542,7.73132013
fifty,8,2.079441542,7.73132013
finish,8,2.079441542,7.73132013
fluffy,8,2.079441542,7.73132013
fol,8,2.079441542,7.73132013
following,8,2.079441542,7.73132013
fool,8,2.079441542,7.73132013
fought,8,2.079441542,7.73132013
freeze,8,2.079441542,7.73132013
french,8,2.079441542,7.73132013
gasped,8,2.079441542,7.73132013
gino,8,2.079441542,7.73132013
given,8,2.079441542,7.73132013
goose,8,2.079441542,7.73132013
grandmother,8,2.079441542,7.73132013
grapes,8,2.079441542,7.73132013
guard,8,2.079441542,7.73132013
headed,8,2.079441542,7.73132013
hector,8,2.079441542,7.73132013
helmet,8,2.079441542,7.73132013
hidden,8,2.079441542,7.73132013
hippo,8,2.079441542,7.73132013
hiroko,8,2.079441542,7.73132013
hum,8,2.079441542,7.73132013
hurray,8,2.079441542,7.73132013
ill,8,2.079441542,7.73132013
indoors,8,2.079441542,7.73132013
invisible,8,2.079441542,7.73132013
jamma,8,2.079441542,7.73132013
jumps,8,2.079441542,7.73132013
knee,8,2.079441542,7.73132013
lamb,8,2.079441542,7.73132013
lane,8,2.079441542,7.73132013
lean,8,2.079441542,7.73132013
lemon,8,2.079441542,7.73132013
lift,8,2.079441542,7.73132013
listening,8,2.079441542,7.73132013
locked,8,2.079441542,7.73132013
lol,8,2.079441542,7.73132013
loosey,8,2.079441542,7.73132013
loving,8,2.079441542,7.73132013
ly,8,2.079441542,7.73132013
madame,8,2.079441542,7.73132013
maids,8,2.079441542,7.73132013
mama's,8,2.079441542,7.73132013
maple,8,2.079441542,7.73132013
marched,8,2.079441542,7.73132013
meatballs,8,2.079441542,7.73132013
mile,8,2.079441542,7.73132013
morn,8,2.079441542,7.73132013
mothers,8,2.079441542,7.73132013
motor,8,2.079441542,7.73132013
nails,8,2.079441542,7.73132013
neither,8,2.079441542,7.73132013
net,8,2.079441542,7.73132013
nowhere,8,2.079441542,7.73132013
officer,8,2.079441542,7.73132013
ol,8,2.079441542,7.73132013
one's,8,2.079441542,7.73132013
parlor,8,2.079441542,7.73132013
passenger,8,2.079441542,7.73132013
patch,8,2.079441542,7.73132013
peach,8,2.079441542,7.73132013
pigeon,8,2.079441542,7.73132013
pin,8,2.079441542,7.73132013
placed,8,2.079441542,7.73132013
plants,8,2.079441542,7.73132013
plowed,8,2.079441542,7.73132013
poached,8,2.079441542,7.73132013
present,8,2.079441542,7.73132013
pressed,8,2.079441542,7.73132013
proper,8,2.079441542,7.73132013
prove,8,2.079441542,7.73132013
q,8,2.079441542,7.73132013
racing,8,2.079441542,7.73132013
rag,8,2.079441542,7.73132013
rid,8,2.079441542,7.73132013
rise,8,2.079441542,7.73132013
rita,8,2.079441542,7.73132013
rivers,8,2.079441542,7.73132013
rug,8,2.079441542,7.73132013
sake,8,2.079441542,7.73132013
sally,8,2.079441542,7.73132013
sarah,8,2.079441542,7.73132013
scream,8,2.079441542,7.73132013
served,8,2.079441542,7.73132013
setting,8,2.079441542,7.73132013
sew,8,2.079441542,7.73132013
shapes,8,2.079441542,7.73132013
shell,8,2.079441542,7.73132013
shopping,8,2.079441542,7.73132013
sisters,8,2.079441542,7.73132013
sixpence,8,2.079441542,7.73132013
skip,8,2.079441542,7.73132013
skunk,8,2.079441542,7.73132013
smash,8,2.079441542,7.73132013
smells,8,2.079441542,7.73132013
smiling,8,2.079441542,7.73132013
smooth,8,2.079441542,7.73132013
snacks,8,2.079441542,7.73132013
sniff,8,2.079441542,7.73132013
snuggle,8,2.079441542,7.73132013
sold,8,2.079441542,7.73132013
solomon,8,2.079441542,7.73132013
someday,8,2.079441542,7.73132013
speaking,8,2.079441542,7.73132013
sped,8,2.079441542,7.73132013
spider,8,2.079441542,7.73132013
squares,8,2.079441542,7.73132013
staring,8,2.079441542,7.73132013
stomach,8,2.079441542,7.73132013
stones,8,2.079441542,7.73132013
stores,8,2.079441542,7.73132013
stumble,8,2.079441542,7.73132013
surrounded,8,2.079441542,7.73132013
swims,8,2.079441542,7.73132013
telling,8,2.079441542,7.73132013
tender,8,2.079441542,7.73132013
they'd,8,2.079441542,7.73132013
thousands,8,2.079441542,7.73132013
tiddle,8,2.079441542,7.73132013
toad's,8,2.079441542,7.73132013
tommy,8,2.079441542,7.73132013
tore,8,2.079441542,7.73132013
tra,8,2.079441542,7.73132013
trail,8,2.079441542,7.73132013
trashy,8,2.079441542,7.73132013
treat,8,2.079441542,7.73132013
trillions,8,2.079441542,7.73132013
tum,8,2.079441542,7.73132013
tumbled,8,2.079441542,7.73132013
tweedle,8,2.079441542,7.73132013
um,8,2.079441542,7.73132013
useful,8,2.079441542,7.73132013
walls,8,2.079441542,7.73132013
war,8,2.079441542,7.73132013
waving,8,2.079441542,7.73132013
wears,8,2.079441542,7.73132013
weeds,8,2.079441542,7.73132013
weeks,8,2.079441542,7.73132013
wheel,8,2.079441542,7.73132013
wheelbarrow,8,2.079441542,7.73132013
whenever,8,2.079441542,7.73132013
whistled,8,2.079441542,7.73132013
willy,8,2.079441542,7.73132013
wine,8,2.079441542,7.73132013
wrapped,8,2.079441542,7.73132013
written,8,2.079441542,7.73132013
x,8,2.079441542,7.73132013
yeah,8,2.079441542,7.73132013
yummy,8,2.079441542,7.73132013
zebra,8,2.079441542,7.73132013
zeg,8,2.079441542,7.73132013
1936,7,1.945910149,7.877003467
aboard,7,1.945910149,7.877003467
airport,7,1.945910149,7.877003467
alarm,7,1.945910149,7.877003467
aloud,7,1.945910149,7.877003467
alphabet,7,1.945910149,7.877003467
amazed,7,1.945910149,7.877003467
amazing,7,1.945910149,7.877003467
annie,7,1.945910149,7.877003467
annual,7,1.945910149,7.877003467
archduke,7,1.945910149,7.877003467
auto,7,1.945910149,7.877003467
balls,7,1.945910149,7.877003467
bar,7,1.945910149,7.877003467
belong,7,1.945910149,7.877003467
berry,7,1.945910149,7.877003467
bits,7,1.945910149,7.877003467
bless,7,1.945910149,7.877003467
blub,7,1.945910149,7.877003467
bobbin,7,1.945910149,7.877003467
bobby,7,1.945910149,7.877003467
bonny,7,1.945910149,7.877003467
brains,7,1.945910149,7.877003467
bruin,7,1.945910149,7.877003467
bucket,7,1.945910149,7.877003467
building,7,1.945910149,7.877003467
bumped,7,1.945910149,7.877003467
buns,7,1.945910149,7.877003467
bunting,7,1.945910149,7.877003467
buried,7,1.945910149,7.877003467
burned,7,1.945910149,7.877003467
burnt,7,1.945910149,7.877003467
buster,7,1.945910149,7.877003467
candle,7,1.945910149,7.877003467
cardboard,7,1.945910149,7.877003467
carrion,7,1.945910149,7.877003467
cart,7,1.945910149,7.877003467
chains,7,1.945910149,7.877003467
charlie,7,1.945910149,7.877003467
checked,7,1.945910149,7.877003467
chose,7,1.945910149,7.877003467
chug,7,1.945910149,7.877003467
church,7,1.945910149,7.877003467
cleared,7,1.945910149,7.877003467
cluck,7,1.945910149,7.877003467
cocky,7,1.945910149,7.877003467
colder,7,1.945910149,7.877003467
collar,7,1.945910149,7.877003467
comfortable,7,1.945910149,7.877003467
cork,7,1.945910149,7.877003467
counting,7,1.945910149,7.877003467
crossly,7,1.945910149,7.877003467
crumpled,7,1.945910149,7.877003467
crusher,7,1.945910149,7.877003467
cuddle,7,1.945910149,7.877003467
cups,7,1.945910149,7.877003467
curl,7,1.945910149,7.877003467
daisy,7,1.945910149,7.877003467
dashed,7,1.945910149,7.877003467
dearest,7,1.945910149,7.877003467
derby,7,1.945910149,7.877003467
difficult,7,1.945910149,7.877003467
