,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3
0,fawn,3k,#N/A,#N/A,#N/A,8.4,3.35,3.3600000000000003,0.0,4.0,5.0
1,knelt,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,8.0,7.0
2,foul,3k,1.0,0.0,10.0,7.75,2.15,3.1,3.0,2.0,4.0
3,hitch,3k,4.0,1.386294361,8.487546753,9.39,4.39,3.7560000000000002,3.0,1.0,2.0
4,four,3k,81.0,4.394449155,5.20563664,4.93222,2.48,1.972888,222.0,249.0,293.0
5,hath,3k,2.0,0.693147181,9.243773377,#N/A,#N/A,#N/A,0.0,0.0,0.0
6,sleep,3k,113.0,4.727387819,4.842399093,2.79,1.03,1.116,477.0,288.0,213.0
7,hate,3k,17.0,2.833213344,6.908951778,5.53,2.06,2.212,85.0,60.0,47.0
8,whose,3k,27.0,3.295836866,6.40422748,#N/A,#N/A,#N/A,9.0,22.0,39.0
9,swam,3k,12.0,2.48490665,7.288955913,#N/A,#N/A,#N/A,43.0,37.0,20.0
10,swan,3k,14.0,2.63905733,7.120776844,6.317630000000001,2.05,2.5270520000000003,13.0,3.0,5.0
11,bike,3k,33.0,3.496507561,6.185294868,4.79,1.65,1.916,173.0,87.0,59.0
12,swap,3k,9.0,2.197224577,7.60281832,7.53,3.36,3.012,15.0,4.0,5.0
13,lore,3k,#N/A,#N/A,#N/A,12.56,3.97,5.024,#N/A,#N/A,#N/A
14,lord,3k,13.0,2.5649493569999997,7.201628967,5.95,2.04,2.38,20.0,20.0,30.0
15,sped,3k,8.0,2.079441542,7.73132013,#N/A,#N/A,#N/A,1.0,3.0,3.0
16,pride,3k,1.0,0.0,10.0,8.95,3.52,3.5799999999999996,0.0,3.0,13.0
17,sway,3k,1.0,0.0,10.0,9.58,2.34,3.832,0.0,1.0,1.0
18,whack,3k,4.0,1.386294361,8.487546753,6.16,3.48,2.464,#N/A,#N/A,#N/A
19,pact,3k,#N/A,#N/A,#N/A,9.37,2.77,3.7479999999999998,0.0,0.0,0.0
20,lure,3k,#N/A,#N/A,#N/A,9.0,3.91,3.6,0.0,1.0,0.0
21,lack,3k,1.0,0.0,10.0,8.28,2.49,3.312,0.0,5.0,9.0
22,risk,3k,1.0,0.0,10.0,7.58,2.14,3.032,1.0,5.0,15.0
23,void,3k,#N/A,#N/A,#N/A,10.56,2.59,4.224,0.0,0.0,0.0
24,rise,3k,8.0,2.079441542,7.73132013,6.72,2.85,2.6879999999999997,2.0,24.0,37.0
25,lurk,3k,#N/A,#N/A,#N/A,10.11,2.85,4.044,#N/A,#N/A,#N/A
26,dell,3k,#N/A,#N/A,#N/A,8.502315,4.9,3.4009259999999997,#N/A,#N/A,#N/A
27,vase,3k,2.0,0.693147181,9.243773377,7.89,2.59,3.1559999999999997,1.0,2.0,3.0
28,shoot,3k,7.0,1.9459101490000001,7.877003467000001,5.53,2.39,2.212,10.0,43.0,36.0
29,smack,3k,2.0,0.693147181,9.243773377,5.94,5.16,2.3760000000000003,3.0,3.0,2.0
30,jack,3k,57.0,4.043051268,5.58901328,6.957050000000001,2.91,2.78282,244.0,165.0,92.0
31,sleek,3k,2.0,0.693147181,9.243773377,11.17,3.19,4.468,1.0,2.0,1.0
32,wick,3k,#N/A,#N/A,#N/A,7.830924000000001,2.01,3.1323696000000005,0.0,2.0,3.0
33,vast,3k,#N/A,#N/A,#N/A,9.63,2.63,3.8520000000000003,0.0,4.0,8.0
34,sleet,3k,#N/A,#N/A,#N/A,11.72,4.5,4.688000000000001,0.0,2.0,2.0
35,school,3k,127.0,4.844187086,4.714970578,3.89,1.37,1.556,1065.0,866.0,777.0
36,prize,3k,1.0,0.0,10.0,5.113389000000001,1.57,2.0453556,28.0,36.0,32.0
37,pinch,3k,2.0,0.693147181,9.243773377,5.5,2.28,2.2,6.0,4.0,4.0
38,zing,3k,#N/A,#N/A,#N/A,9.82,2.98,3.928,#N/A,#N/A,#N/A
39,math,3k,1.0,0.0,10.0,5.56,1.46,2.2239999999999998,16.0,12.0,9.0
40,wept,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,5.0,8.0
41,chew,3k,15.0,2.7080502010000003,7.045505317000001,4.05,1.51,1.6199999999999999,7.0,11.0,12.0
42,force,3k,#N/A,#N/A,#N/A,6.0,1.78,2.4,3.0,23.0,49.0
43,speck,3k,19.0,2.9444389789999996,6.78760412,8.48,3.61,3.3920000000000003,4.0,5.0,3.0
44,nigh,3k,#N/A,#N/A,#N/A,11.443647000000002,4.77,4.5774588000000005,0.0,0.0,0.0
45,pulse,3k,#N/A,#N/A,#N/A,10.21,2.27,4.0840000000000005,0.0,3.0,4.0
46,horn,3k,20.0,2.995732274,6.731642911000001,4.84,1.01,1.936,16.0,27.0,23.0
47,chef,3k,1.0,0.0,10.0,8.3,4.6,3.3200000000000003,0.0,0.0,2.0
48,crave,3k,#N/A,#N/A,#N/A,9.17,3.31,3.668,#N/A,#N/A,#N/A
49,street,3k,74.0,4.304065093,5.304246049,4.58,2.48,1.832,563.0,369.0,284.0
50,quill,3k,#N/A,#N/A,#N/A,9.035165,3.14,3.614066,0.0,0.0,1.0
51,blue,3k,144.0,4.9698133,4.577911827,3.53,1.68,1.412,369.0,202.0,216.0
52,hide,3k,24.0,3.17805383,6.53272929,4.47,2.14,1.7879999999999998,178.0,83.0,68.0
53,christ,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,4.0
54,wreck,3k,1.0,0.0,10.0,7.59,2.06,3.036,0.0,4.0,4.0
55,while,3k,114.0,4.736198448000001,4.832786657,7.06362,2.04,2.825448,312.0,494.0,567.0
56,haze,3k,#N/A,#N/A,#N/A,11.62,3.02,4.648,0.0,0.0,2.0
57,blur,3k,#N/A,#N/A,#N/A,8.95,3.34,3.5799999999999996,1.0,3.0,3.0
58,new,3k,174.0,5.159055298999999,4.371447973,4.72,2.14,1.888,879.0,794.0,945.0
59,net,3k,8.0,2.079441542,7.73132013,7.0,2.9,2.8,34.0,28.0,28.0
60,told,3k,93.0,4.532599493,5.054914013,#N/A,#N/A,#N/A,812.0,798.0,846.0
61,cull,3k,#N/A,#N/A,#N/A,15.79,4.85,6.316,#N/A,#N/A,#N/A
62,crunch,3k,14.0,2.63905733,7.120776844,5.63,1.83,2.252,1.0,6.0,3.0
63,niche,3k,#N/A,#N/A,#N/A,14.06,4.01,5.6240000000000006,0.0,0.0,0.0
64,crouch,3k,#N/A,#N/A,#N/A,8.5,2.38,3.4,#N/A,#N/A,#N/A
66,herb,3k,1.0,0.0,10.0,9.05,2.97,3.62,0.0,0.0,1.0
67,men,3k,34.0,3.526360525,6.152725154,#N/A,#N/A,#N/A,438.0,492.0,483.0
68,drew,3k,11.0,2.397895273,7.383885707999999,5.411785000000001,2.21,2.1647140000000005,43.0,70.0,82.0
69,herd,3k,#N/A,#N/A,#N/A,7.74,3.38,3.096,3.0,14.0,29.0
70,beck,3k,#N/A,#N/A,#N/A,11.7527,3.72,4.70108,#N/A,#N/A,#N/A
71,mew,3k,9.0,2.197224577,7.60281832,9.29,3.97,3.7159999999999997,#N/A,#N/A,#N/A
72,pate,3k,#N/A,#N/A,#N/A,13.42,4.25,5.368,#N/A,#N/A,#N/A
73,cart,3k,7.0,1.9459101490000001,7.877003467000001,6.16,2.32,2.464,34.0,32.0,24.0
74,cult,3k,#N/A,#N/A,#N/A,10.63,3.27,4.252000000000001,0.0,0.0,0.0
75,path,3k,13.0,2.5649493569999997,7.201628967,6.11,2.95,2.444,105.0,82.0,87.0
76,shriek,3k,#N/A,#N/A,#N/A,8.94,2.92,3.5759999999999996,0.0,2.0,2.0
77,dork,3k,#N/A,#N/A,#N/A,6.58,3.31,2.632,#N/A,#N/A,#N/A
78,dry,3k,26.0,3.258096538,6.445402344,4.11,1.33,1.6440000000000001,137.0,133.0,170.0
79,sell,3k,16.0,2.772588722,6.975093507,7.05,2.53,2.82,80.0,91.0,86.0
80,strewn,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.0,1.0,1.0
81,smoke,3k,16.0,2.772588722,6.975093507,4.0,1.5,1.6,52.0,101.0,91.0
82,hunch,3k,2.0,0.693147181,9.243773377,8.68,3.68,3.472,0.0,0.0,0.0
83,stray,3k,2.0,0.693147181,9.243773377,7.58,2.27,3.032,0.0,9.0,5.0
84,straw,3k,11.0,2.397895273,7.383885707999999,4.22,1.26,1.688,38.0,47.0,35.0
85,stink,3k,#N/A,#N/A,#N/A,4.3,1.98,1.72,0.0,2.0,2.0
86,strap,3k,1.0,0.0,10.0,5.61,2.68,2.244,0.0,1.0,7.0
87,brought,3k,41.0,3.713572067,5.9484765379999995,#N/A,#N/A,#N/A,109.0,185.0,219.0
88,sneer,3k,#N/A,#N/A,#N/A,9.2,2.46,3.6799999999999997,#N/A,#N/A,#N/A
89,welch,3k,#N/A,#N/A,#N/A,9.461445,3.95,3.7845779999999998,#N/A,#N/A,#N/A
90,glance,3k,5.0,1.609437912,8.244096157000001,9.22,2.76,3.688,0.0,9.0,16.0
91,plot,3k,#N/A,#N/A,#N/A,8.65,1.73,3.46,6.0,2.0,8.0
92,plow,3k,6.0,1.791759469,8.045182537,7.11,2.3,2.8440000000000003,1.0,17.0,13.0
93,ore,3k,#N/A,#N/A,#N/A,11.12,3.36,4.4479999999999995,0.0,4.0,12.0
94,spoke,3k,20.0,2.995732274,6.731642911000001,6.232374000000001,2.91,2.4929496,79.0,115.0,112.0
95,would,3k,396.0,5.981414211000001,3.474250782,5.28,1.56,2.112,1957.0,2329.0,2710.0
96,gloss,3k,#N/A,#N/A,#N/A,9.9,2.9,3.96,0.0,0.0,0.0
97,plod,3k,#N/A,#N/A,#N/A,10.2,3.9,4.08,#N/A,#N/A,#N/A
98,call,3k,76.0,4.33073334,5.2751508739999995,4.74,1.85,1.8960000000000001,341.0,315.0,268.0
99,calm,3k,4.0,1.386294361,8.487546753,6.26,2.18,2.504,4.0,24.0,35.0
100,knoll,3k,#N/A,#N/A,#N/A,10.87,3.5,4.348,0.0,0.0,1.0
101,strike,3k,5.0,1.609437912,8.244096157000001,7.75,2.34,3.1,0.0,12.0,23.0
102,type,3k,6.0,1.791759469,8.045182537,6.58,2.46,2.632,2.0,19.0,25.0
103,tell,3k,156.0,5.049856007,4.490584881,4.26,2.05,1.704,1243.0,1107.0,962.0
104,calf,3k,14.0,2.63905733,7.120776844,6.63,1.5,2.652,9.0,12.0,12.0
105,breathe,3k,1.0,0.0,10.0,4.11,1.88,1.6440000000000001,30.0,37.0,39.0
106,mush,3k,2.0,0.693147181,9.243773377,5.78,3.44,2.3120000000000003,2.0,0.0,2.0
107,wart,3k,3.0,1.098612289,8.80140916,7.25,1.97,2.9,0.0,0.0,1.0
108,bilge,3k,#N/A,#N/A,#N/A,12.53,4.0,5.012,#N/A,#N/A,#N/A
109,muse,3k,#N/A,#N/A,#N/A,11.94,3.36,4.776,#N/A,#N/A,#N/A
110,hurt,3k,22.0,3.091042453,6.627659085,4.0,1.45,1.6,213.0,214.0,160.0
111,grief,3k,#N/A,#N/A,#N/A,8.39,2.62,3.3560000000000003,0.0,1.0,8.0
112,glass,3k,19.0,2.9444389789999996,6.78760412,4.47,1.65,1.7879999999999998,97.0,111.0,115.0
113,warm,3k,51.0,3.9318256330000003,5.710360937999999,4.65,1.79,1.86,242.0,241.0,277.0
114,hurl,3k,#N/A,#N/A,#N/A,8.06,2.75,3.224,#N/A,#N/A,#N/A
115,muss,3k,#N/A,#N/A,#N/A,9.77,3.7,3.908,#N/A,#N/A,#N/A
116,hole,3k,44.0,3.7841896339999996,5.8714324620000005,5.05,2.17,2.02,251.0,189.0,99.0
117,hold,3k,47.0,3.850147602,5.7994720289999995,4.67,2.89,1.8679999999999999,175.0,214.0,212.0
118,pouch,3k,5.0,1.609437912,8.244096157000001,6.56,2.41,2.6239999999999997,26.0,14.0,7.0
119,tweed,3k,#N/A,#N/A,#N/A,12.11,4.55,4.843999999999999,0.0,0.0,0.0
120,must,3k,148.0,4.997212274,4.548019425,4.58,2.36,1.832,818.0,792.0,834.0
121,me,3k,757.0,6.629363252999999,2.767335526,3.280385,1.5,1.312154,4027.0,2813.0,2606.0
122,rook,3k,2.0,0.693147181,9.243773377,11.59,3.55,4.636,#N/A,#N/A,#N/A
123,join,3k,21.0,3.044522438,6.678412627,5.83,1.38,2.332,14.0,44.0,53.0
124,room,3k,97.0,4.574710979,5.008970197,4.22,1.44,1.688,849.0,710.0,718.0
125,err,3k,#N/A,#N/A,#N/A,13.06,2.77,5.224,#N/A,#N/A,#N/A
126,soils,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,1.0,1.0
127,blade,3k,6.0,1.791759469,8.045182537,6.72,1.99,2.6879999999999997,7.0,6.0,9.0
128,worm,3k,4.0,1.386294361,8.487546753,3.89,1.37,1.556,40.0,19.0,12.0
129,roof,3k,9.0,2.197224577,7.60281832,5.0,2.52,2.0,154.0,82.0,77.0
130,worth,3k,5.0,1.609437912,8.244096157000001,7.084934000000001,2.87,2.8339736000000006,18.0,31.0,42.0
131,vow,3k,#N/A,#N/A,#N/A,9.32,2.33,3.728,2.0,1.0,0.0
132,guise,3k,#N/A,#N/A,#N/A,13.12,3.4,5.247999999999999,#N/A,#N/A,#N/A
133,root,3k,1.0,0.0,10.0,5.94,2.15,2.3760000000000003,0.0,7.0,21.0
134,route,3k,2.0,0.693147181,9.243773377,11.4,3.39,4.5600000000000005,5.0,14.0,19.0
135,shook,3k,35.0,3.555348061,6.121099624,#N/A,#N/A,#N/A,145.0,176.0,149.0
136,wand,3k,3.0,1.098612289,8.80140916,6.39,3.27,2.556,5.0,2.0,2.0
137,give,3k,103.0,4.634728988,4.943490285,4.28,1.93,1.7120000000000002,570.0,523.0,477.0
138,flung,3k,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,0.0,5.0,16.0
139,want,3k,169.0,5.129898715,4.403257934,4.16,2.32,1.6640000000000001,2034.0,1248.0,985.0
140,fiche,3k,#N/A,#N/A,#N/A,14.17,3.56,5.668,#N/A,#N/A,#N/A
141,times,3k,35.0,3.555348061,6.121099624,6.7,2.43,2.68,176.0,229.0,268.0
142,dyke,3k,#N/A,#N/A,#N/A,13.67,2.91,5.468,#N/A,#N/A,#N/A
143,hog,3k,7.0,1.9459101490000001,7.877003467000001,5.7,2.27,2.2800000000000002,7.0,1.0,2.0
144,hoe,3k,2.0,0.693147181,9.243773377,8.72,2.95,3.4880000000000004,5.0,7.0,6.0
145,end,3k,93.0,4.532599493,5.054914013,4.28,2.61,1.7120000000000002,296.0,327.0,384.0
147,farce,3k,#N/A,#N/A,#N/A,12.12,2.99,4.848,#N/A,#N/A,#N/A
148,stride,3k,#N/A,#N/A,#N/A,9.21,2.62,3.684,0.0,1.0,2.0
149,bunk,3k,3.0,1.098612289,8.80140916,5.62,2.52,2.248,0.0,8.0,7.0
150,how,3k,292.0,5.676753802,3.806636628,5.3585,1.92,2.1434,2048.0,2049.0,2147.0
151,hot,3k,75.0,4.317488114,5.2896014739999995,3.37,1.77,1.348,449.0,281.0,252.0
152,shred,3k,#N/A,#N/A,#N/A,9.28,4.07,3.7119999999999997,#N/A,#N/A,#N/A
153,bunt,3k,#N/A,#N/A,#N/A,8.66217,3.96,3.464868,#N/A,#N/A,#N/A
154,hop,3k,36.0,3.583518938,6.090365072999999,4.84,2.17,1.936,107.0,19.0,16.0
155,gate,3k,18.0,2.890371758,6.846591697000001,5.32,2.29,2.128,77.0,67.0,61.0
156,beach,3k,27.0,3.295836866,6.40422748,4.8,1.54,1.92,82.0,81.0,83.0
157,grown,3k,17.0,2.833213344,6.908951778,#N/A,#N/A,#N/A,14.0,56.0,80.0
158,lad,3k,4.0,1.386294361,8.487546753,7.35,2.18,2.94,25.0,19.0,14.0
159,lag,3k,1.0,0.0,10.0,9.39,2.57,3.7560000000000002,0.0,0.0,0.0
160,lab,3k,3.0,1.098612289,8.80140916,8.71,2.9,3.4840000000000004,2.0,4.0,5.0
161,wrong,3k,32.0,3.465735903,6.218866883,4.22,1.48,1.688,158.0,191.0,168.0
162,mesh,3k,#N/A,#N/A,#N/A,9.89,3.05,3.9560000000000004,0.0,0.0,0.0
163,lax,3k,#N/A,#N/A,#N/A,11.33,2.72,4.532,#N/A,#N/A,#N/A
164,lay,3k,29.0,3.36729583,6.326265436,5.838065000000001,2.01,2.3352260000000005,83.0,173.0,196.0
165,chump,3k,#N/A,#N/A,#N/A,10.95,4.42,4.38,#N/A,#N/A,#N/A
166,law,3k,#N/A,#N/A,#N/A,8.33,2.56,3.332,19.0,28.0,40.0
167,arch,3k,2.0,0.693147181,9.243773377,8.26,3.11,3.304,1.0,6.0,4.0
168,shirt,3k,15.0,2.7080502010000003,7.045505317000001,3.53,1.12,1.412,61.0,64.0,51.0
169,sioux,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,4.0,6.0
170,third,3k,18.0,2.890371758,6.846591697000001,4.580539,1.93,1.8322156,53.0,98.0,105.0
171,scourge,3k,#N/A,#N/A,#N/A,14.06,2.51,5.6240000000000006,#N/A,#N/A,#N/A
172,spout,3k,1.0,0.0,10.0,8.0,3.36,3.2,1.0,3.0,3.0
173,greet,3k,2.0,0.693147181,9.243773377,6.47,2.84,2.588,1.0,7.0,6.0
174,wink,3k,5.0,1.609437912,8.244096157000001,7.65,4.57,3.06,9.0,6.0,5.0
175,verb,3k,#N/A,#N/A,#N/A,8.0,2.61,3.2,6.0,16.0,19.0
176,green,3k,141.0,4.94875989,4.600881189,3.79,1.32,1.516,523.0,276.0,236.0
177,south,3k,28.0,3.33220451,6.36455022,6.06,2.15,2.424,44.0,78.0,120.0
178,worst,3k,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,5.0,19.0,28.0
179,wing,3k,9.0,2.197224577,7.60281832,4.79,1.84,1.916,20.0,21.0,19.0
180,greed,3k,1.0,0.0,10.0,7.63,2.27,3.052,0.0,0.0,0.0
181,wine,3k,8.0,2.079441542,7.73132013,7.9,2.95,3.16,2.0,11.0,16.0
182,fife,3k,1.0,0.0,10.0,11.283792,3.97,4.5135168,6.0,2.0,3.0
183,deck,3k,2.0,0.693147181,9.243773377,6.45,2.76,2.58,24.0,37.0,24.0
184,sprout,3k,1.0,0.0,10.0,9.11,4.8,3.6439999999999997,5.0,6.0,3.0
185,fall,3k,45.0,3.80666249,5.846914477,4.71,2.63,1.884,273.0,173.0,174.0
187,ewe,3k,#N/A,#N/A,#N/A,9.31,4.29,3.724,0.0,0.0,1.0
188,sludge,3k,#N/A,#N/A,#N/A,8.8,3.0,3.5200000000000005,61.0,19.0,0.0
189,wrought,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
190,fir,3k,2.0,0.693147181,9.243773377,8.75,2.38,3.5,7.0,3.0,2.0
191,fit,3k,24.0,3.17805383,6.53272929,5.74,1.66,2.2960000000000003,82.0,64.0,59.0
192,fix,3k,13.0,2.5649493569999997,7.201628967,5.0,1.88,2.0,151.0,76.0,41.0
193,thrust,3k,#N/A,#N/A,#N/A,9.72,2.42,3.8880000000000003,0.0,1.0,11.0
194,crew,3k,1.0,0.0,10.0,7.56,2.66,3.024,12.0,28.0,33.0
195,tramp,3k,1.0,0.0,10.0,8.42,3.17,3.368,17.0,25.0,8.0
196,fig,3k,#N/A,#N/A,#N/A,8.06,2.82,3.224,1.0,1.0,2.0
197,fade,3k,2.0,0.693147181,9.243773377,6.95,2.67,2.7800000000000002,1.0,2.0,2.0
198,strafe,3k,#N/A,#N/A,#N/A,14.0,6.03,5.6,#N/A,#N/A,#N/A
199,carve,3k,#N/A,#N/A,#N/A,6.35,1.77,2.54,10.0,10.0,4.0
200,fin,3k,1.0,0.0,10.0,7.3,3.36,2.92,71.0,11.0,1.0
201,shear,3k,#N/A,#N/A,#N/A,8.67,2.97,3.468,#N/A,#N/A,#N/A
202,then,3k,673.0,6.51174533,2.895657199,6.7439100000000005,3.51,2.6975640000000003,4009.0,3107.0,2849.0
203,them,3k,458.0,6.126869183999999,3.3155587669999997,4.900249000000001,2.16,1.9600996000000006,1948.0,2256.0,2666.0
204,slate,3k,#N/A,#N/A,#N/A,9.25,3.43,3.7,1.0,0.0,3.0
205,safe,3k,31.0,3.4339872039999997,6.253504853,5.11,2.65,2.044,124.0,144.0,103.0
206,birth,3k,1.0,0.0,10.0,5.21,2.25,2.084,0.0,6.0,13.0
207,trail,3k,8.0,2.079441542,7.73132013,5.61,1.91,2.244,33.0,56.0,57.0
208,break,3k,19.0,2.9444389789999996,6.78760412,5.3,2.18,2.12,56.0,77.0,100.0
209,band,3k,23.0,3.135494216,6.579162017000001,6.16,2.54,2.464,61.0,47.0,39.0
210,bang,3k,17.0,2.833213344,6.908951778,5.74,2.88,2.2960000000000003,64.0,22.0,16.0
211,they,3k,1078.0,6.982862751,2.381666019,4.878935,1.87,1.9515740000000001,5819.0,5999.0,6632.0
212,one,3k,682.0,6.525029657999999,2.8811639380000003,3.2271,1.31,1.29084,3476.0,3331.0,3711.0
213,bank,3k,8.0,2.079441542,7.73132013,6.44,2.41,2.576,55.0,87.0,66.0
214,bread,3k,58.0,4.060443011,5.570038812999999,3.58,1.61,1.432,142.0,102.0,83.0
215,gloom,3k,#N/A,#N/A,#N/A,9.0,1.69,3.6,0.0,1.0,2.0
216,meat,3k,11.0,2.397895273,7.383885707999999,4.42,1.57,1.768,50.0,93.0,103.0
217,chuck,3k,#N/A,#N/A,#N/A,6.72,2.42,2.6879999999999997,25.0,18.0,13.0
218,choir,3k,#N/A,#N/A,#N/A,6.53,2.55,2.612,1.0,1.0,2.0
219,mead,3k,#N/A,#N/A,#N/A,11.38,3.97,4.5520000000000005,0.0,0.0,0.0
220,roast,3k,4.0,1.386294361,8.487546753,8.5,3.62,3.4,1.0,4.0,7.0
221,each,3k,95.0,4.553876892,5.031700278,4.953534000000001,1.53,1.9814136000000004,566.0,741.0,955.0
222,went,3k,374.0,5.924255797000001,3.536610863,#N/A,#N/A,#N/A,2904.0,1644.0,1219.0
223,bong,3k,#N/A,#N/A,#N/A,14.16,5.07,5.664,#N/A,#N/A,#N/A
224,meal,3k,10.0,2.3025850930000002,7.487869534,4.74,1.56,1.8960000000000001,20.0,41.0,49.0
225,bone,3k,12.0,2.48490665,7.288955913,5.53,1.74,2.212,34.0,29.0,48.0
226,bond,3k,#N/A,#N/A,#N/A,10.207435,4.16,4.082974,1.0,0.0,0.0
227,wheel,3k,8.0,2.079441542,7.73132013,4.4,2.09,1.7600000000000002,37.0,67.0,80.0
228,dour,3k,#N/A,#N/A,#N/A,13.14,3.01,5.256,#N/A,#N/A,#N/A
229,whim,3k,#N/A,#N/A,#N/A,10.74,2.54,4.296,1.0,0.0,0.0
230,whig,3k,#N/A,#N/A,#N/A,10.814884,4.3,4.3259536,0.0,0.0,0.0
231,aide,3k,#N/A,#N/A,#N/A,7.83,3.31,3.132,0.0,1.0,1.0
232,taught,3k,10.0,2.3025850930000002,7.487869534,#N/A,#N/A,#N/A,11.0,34.0,48.0
233,whiz,3k,#N/A,#N/A,#N/A,8.26,2.84,3.304,0.0,0.0,2.0
234,dawn,3k,4.0,1.386294361,8.487546753,7.0,1.94,2.8,30.0,25.0,31.0
235,ward,3k,1.0,0.0,10.0,10.72,2.89,4.288,0.0,2.0,6.0
236,whip,3k,2.0,0.693147181,9.243773377,7.0,2.69,2.8,6.0,18.0,16.0
237,borne,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,0.0
238,trench,3k,#N/A,#N/A,#N/A,10.21,2.76,4.0840000000000005,0.0,0.0,2.0
239,snail,3k,12.0,2.48490665,7.288955913,5.79,2.57,2.316,18.0,13.0,14.0
240,god,3k,25.0,3.218875825,6.488192314,4.346085,2.38,1.7384340000000003,27.0,47.0,58.0
241,waive,3k,#N/A,#N/A,#N/A,12.63,3.27,5.0520000000000005,#N/A,#N/A,#N/A
242,whoosh,3k,4.0,1.386294361,8.487546753,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
243,gob,3k,#N/A,#N/A,#N/A,11.837956,4.5,4.7351824,#N/A,#N/A,#N/A
244,laid,3k,11.0,2.397895273,7.383885707999999,#N/A,#N/A,#N/A,6.0,41.0,47.0
245,lain,3k,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,0.0,3.0
246,got,3k,256.0,5.545177444,3.9501870130000003,#N/A,#N/A,#N/A,1854.0,1371.0,1180.0
247,forth,3k,32.0,3.465735903,6.218866883,7.170190000000001,2.6,2.8680760000000003,15.0,37.0,51.0
248,smart,3k,18.0,2.890371758,6.846591697000001,5.5,1.86,2.2,114.0,57.0,41.0
249,grease,3k,2.0,0.693147181,9.243773377,7.33,2.09,2.932,0.0,5.0,10.0
250,whiff,3k,#N/A,#N/A,#N/A,9.67,2.79,3.868,#N/A,#N/A,#N/A
251,rail,3k,3.0,1.098612289,8.80140916,7.89,2.99,3.1559999999999997,6.0,8.0,9.0
252,free,3k,23.0,3.135494216,6.579162017000001,5.21,1.78,2.084,92.0,116.0,120.0
253,hand,3k,65.0,4.17438727,5.445725124,2.74,1.24,1.096,434.0,501.0,519.0
254,knit,3k,7.0,1.9459101490000001,7.877003467000001,7.86,2.95,3.144,1.0,2.0,3.0
255,fret,3k,4.0,1.386294361,8.487546753,11.11,3.5,4.444,#N/A,#N/A,#N/A
256,aisle,3k,2.0,0.693147181,9.243773377,5.95,1.54,2.38,3.0,7.0,10.0
257,ate,3k,103.0,4.634728988,4.943490285,#N/A,#N/A,#N/A,207.0,168.0,139.0
258,days,3k,57.0,4.043051268,5.58901328,#N/A,#N/A,#N/A,341.0,377.0,391.0
259,heck,3k,1.0,0.0,10.0,7.0,3.04,2.8,4.0,6.0,1.0
260,fleck,3k,1.0,0.0,10.0,11.41,4.5,4.564,#N/A,#N/A,#N/A
261,loud,3k,42.0,3.737669618,5.922186003999999,4.537911000000001,1.51,1.8151644000000005,123.0,140.0,108.0
262,caught,3k,43.0,3.7612001160000004,5.8965141270000005,#N/A,#N/A,#N/A,111.0,169.0,181.0
263,rang,3k,13.0,2.5649493569999997,7.201628967,#N/A,#N/A,#N/A,79.0,62.0,51.0
264,slept,3k,33.0,3.496507561,6.185294868,#N/A,#N/A,#N/A,18.0,44.0,48.0
265,grade,3k,5.0,1.609437912,8.244096157000001,5.72,1.36,2.288,48.0,41.0,36.0
266,wasp,3k,#N/A,#N/A,#N/A,5.58,1.74,2.232,0.0,2.0,1.0
267,hoop,3k,2.0,0.693147181,9.243773377,6.11,1.45,2.444,8.0,3.0,4.0
268,puck,3k,#N/A,#N/A,#N/A,7.79,4.02,3.116,0.0,1.0,1.0
269,hoot,3k,5.0,1.609437912,8.244096157000001,7.78,5.06,3.112,53.0,0.0,0.0
270,hook,3k,23.0,3.135494216,6.579162017000001,6.26,1.85,2.504,33.0,20.0,17.0
271,thick,3k,13.0,2.5649493569999997,7.201628967,5.61,1.91,2.244,62.0,67.0,102.0
272,ditch,3k,5.0,1.609437912,8.244096157000001,6.22,2.16,2.488,11.0,8.0,13.0
273,hoof,3k,1.0,0.0,10.0,6.9,2.51,2.7600000000000002,1.0,1.0,5.0
274,hood,3k,9.0,2.197224577,7.60281832,5.5,2.66,2.2,0.0,10.0,13.0
275,dwelt,3k,1.0,0.0,10.0,#N/A,#N/A,#N/A,0.0,0.0,0.0
276,toy,3k,45.0,3.80666249,5.846914477,3.0,1.15,1.2,105.0,48.0,27.0
277,ten,3k,50.0,3.912023005,5.731965691,3.578781,1.49,1.4315124000000001,200.0,184.0,168.0
